nohup: ignoring input
/bin/bash: /opt/conda/lib/libtinfo.so.6: no version information available (required by /bin/bash)
==========================================
Starting CTGAN sample generation on GPU 0
==========================================

=== Processing 7000 samples ===
Running ctgan_sample_7000_1.py...
[I 2025-12-17 11:10:00,009] A new study created in memory with name: no-name-62666be6-ea93-4bce-83e6-c7505848095b
[I 2025-12-17 11:10:21,026] Trial 0 finished with value: -16.958676822986835 and parameters: {'embedding_dim': 117, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 0 with value: -16.958676822986835.
[I 2025-12-17 11:48:26,995] Trial 16 finished with value: -18.150826564648618 and parameters: {'embedding_dim': 91, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 3}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:48:31,951] Trial 17 finished with value: -226.4978408283464 and parameters: {'embedding_dim': 116, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:48:39,092] Trial 18 finished with value: -96.11862581082674 and parameters: {'embedding_dim': 100, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:48:45,495] Trial 19 finished with value: -236.58760838335246 and parameters: {'embedding_dim': 113, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 3}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:48:50,720] Trial 20 finished with value: -7.338199798548944 and parameters: {'embedding_dim': 74, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:48:55,925] Trial 21 finished with value: -12.914154447573654 and parameters: {'embedding_dim': 71, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:01,121] Trial 22 finished with value: -8.7452097668574 and parameters: {'embedding_dim': 67, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:06,345] Trial 23 finished with value: -31.950119378377746 and parameters: {'embedding_dim': 67, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:11,573] Trial 24 finished with value: -67.56127844655697 and parameters: {'embedding_dim': 75, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:16,802] Trial 25 finished with value: -52.743505404650676 and parameters: {'embedding_dim': 69, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:22,029] Trial 26 finished with value: -226.84752376136123 and parameters: {'embedding_dim': 89, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:25,412] Trial 27 finished with value: -30.56384299788826 and parameters: {'embedding_dim': 76, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 1}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:33,052] Trial 28 finished with value: -5.919321312857142 and parameters: {'embedding_dim': 101, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:38,337] Trial 29 finished with value: -32.88304621740904 and parameters: {'embedding_dim': 101, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:41,686] Trial 30 finished with value: -88.45905149709179 and parameters: {'embedding_dim': 120, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 1}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:46,913] Trial 31 finished with value: -120.22872098279827 and parameters: {'embedding_dim': 98, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:52,252] Trial 32 finished with value: -58.48791402485922 and parameters: {'embedding_dim': 64, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:49:57,616] Trial 33 finished with value: -40.61369214568828 and parameters: {'embedding_dim': 108, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:02,898] Trial 34 finished with value: -9.267004806000909 and parameters: {'embedding_dim': 89, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:08,136] Trial 35 finished with value: -41.33117896385108 and parameters: {'embedding_dim': 79, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:11,552] Trial 36 finished with value: -52.22804998282513 and parameters: {'embedding_dim': 112, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 1}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:16,779] Trial 37 finished with value: -31.955800154680606 and parameters: {'embedding_dim': 74, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:21,552] Trial 38 finished with value: -230.89383219265963 and parameters: {'embedding_dim': 104, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:24,924] Trial 39 finished with value: -33.21455433103248 and parameters: {'embedding_dim': 79, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 1}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:30,163] Trial 40 finished with value: -69.89601891602258 and parameters: {'embedding_dim': 104, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:35,393] Trial 41 finished with value: -17.60398640335753 and parameters: {'embedding_dim': 87, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:40,632] Trial 42 finished with value: -56.7429923643068 and parameters: {'embedding_dim': 93, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:45,847] Trial 43 finished with value: -29.232170065531122 and parameters: {'embedding_dim': 67, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:51,080] Trial 44 finished with value: -6.027092770985961 and parameters: {'embedding_dim': 81, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:50:55,842] Trial 45 finished with value: -18.02179320225248 and parameters: {'embedding_dim': 82, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:51:03,596] Trial 46 finished with value: -65.85809953010822 and parameters: {'embedding_dim': 72, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:51:12,695] Trial 47 finished with value: -85.38843046024729 and parameters: {'embedding_dim': 78, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 5 with value: -3.0272642202342492.
[I 2025-12-17 11:51:18,851] Trial 48 finished with value: -0.25074543197165144 and parameters: {'embedding_dim': 67, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 48 with value: -0.25074543197165144.
[I 2025-12-17 11:51:22,112] Trial 49 finished with value: -62.209136486168916 and parameters: {'embedding_dim': 84, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 48 with value: -0.25074543197165144.
[I 2025-12-17 11:51:27,455] A new study created in memory with name: no-name-e8eb1e76-364e-4e5c-9482-03e4325320d3
Saved CTGAN model for class 0: ../save_model/oversampling_models/ctgan_only_7000_1_incheon_class0.pkl
Saved CTGAN model for class 1: ../save_model/oversampling_models/ctgan_only_7000_1_incheon_class1.pkl
Saved augmented data only ../../data/data_oversampled/augmented_only/ctgan7000_1_incheon.csv: Class 0=6683 | Class 1=6793
Saved ../../data/data_oversampled/ctgan7000/ctgan7000_1_incheon.csv: Class 0=6683 | Class 1=6793 | Class 2=14554
Processing ../../data/data_for_modeling/seoul_train.csv: Optimizing CTGAN for class 0...
Processing ../../data/data_for_modeling/seoul_train.csv: Optimizing CTGAN for class 1...
[I 2025-12-17 11:51:44,372] Trial 0 finished with value: -500.3546555551851 and parameters: {'embedding_dim': 507, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 512, 'discriminator_steps': 1}. Best is trial 0 with value: -500.3546555551851.
[I 2025-12-17 11:52:04,856] Trial 1 finished with value: -440.4675834157054 and parameters: {'embedding_dim': 218, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 1024, 'discriminator_steps': 5}. Best is trial 1 with value: -440.4675834157054.
[I 2025-12-17 11:52:57,642] Trial 2 finished with value: -110.69551234225598 and parameters: {'embedding_dim': 373, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 2 with value: -110.69551234225598.
[I 2025-12-17 11:54:06,334] Trial 3 finished with value: -17.816582550957435 and parameters: {'embedding_dim': 366, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 11:54:21,997] Trial 4 finished with value: -907.9292592526531 and parameters: {'embedding_dim': 304, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 1}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 11:54:59,183] Trial 5 finished with value: -1313.8477278139762 and parameters: {'embedding_dim': 436, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 512, 'discriminator_steps': 4}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 11:55:13,240] Trial 6 finished with value: -1917.1214665606433 and parameters: {'embedding_dim': 403, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 1024, 'discriminator_steps': 3}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 11:55:30,393] Trial 7 finished with value: -740.2383232258178 and parameters: {'embedding_dim': 288, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 512, 'discriminator_steps': 1}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 11:56:35,772] Trial 8 finished with value: -410.45351749890864 and parameters: {'embedding_dim': 411, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 11:56:50,439] Trial 9 finished with value: -2173.5156815186356 and parameters: {'embedding_dim': 445, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 1}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 11:58:12,835] Trial 10 finished with value: -502.1570020011967 and parameters: {'embedding_dim': 144, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 5}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 11:59:08,021] Trial 11 finished with value: -45.282943259501835 and parameters: {'embedding_dim': 349, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 12:00:12,916] Trial 12 finished with value: -170.16966331825353 and parameters: {'embedding_dim': 340, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 12:00:52,268] Trial 13 finished with value: -407.726628356143 and parameters: {'embedding_dim': 253, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 12:01:34,017] Trial 14 finished with value: -877.502182484384 and parameters: {'embedding_dim': 349, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 12:02:27,871] Trial 15 finished with value: -657.4328832758082 and parameters: {'embedding_dim': 496, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 12:03:33,282] Trial 16 finished with value: -101.73751693989016 and parameters: {'embedding_dim': 193, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 12:03:46,465] Trial 17 finished with value: -276.69042267111934 and parameters: {'embedding_dim': 279, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 1024, 'discriminator_steps': 2}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 12:05:08,832] Trial 18 finished with value: -602.9294704344486 and parameters: {'embedding_dim': 370, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 5}. Best is trial 3 with value: -17.816582550957435.
[I 2025-12-17 12:06:21,270] Trial 19 finished with value: -2.872103506204528 and parameters: {'embedding_dim': 464, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 19 with value: -2.872103506204528.
[I 2025-12-17 12:06:38,231] Trial 20 finished with value: -1125.1289257774029 and parameters: {'embedding_dim': 475, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 1024, 'discriminator_steps': 4}. Best is trial 19 with value: -2.872103506204528.
[I 2025-12-17 12:07:33,267] Trial 21 finished with value: -262.62364127309195 and parameters: {'embedding_dim': 402, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 19 with value: -2.872103506204528.
[I 2025-12-17 12:08:28,250] Trial 22 finished with value: -96.27738919979177 and parameters: {'embedding_dim': 445, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 19 with value: -2.872103506204528.
[I 2025-12-17 12:09:33,868] Trial 23 finished with value: -627.8052501120043 and parameters: {'embedding_dim': 315, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 19 with value: -2.872103506204528.
[I 2025-12-17 12:10:52,205] Trial 24 finished with value: -165.9886563625875 and parameters: {'embedding_dim': 373, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 5}. Best is trial 19 with value: -2.872103506204528.
[I 2025-12-17 12:11:57,445] Trial 25 finished with value: -392.1014728522503 and parameters: {'embedding_dim': 334, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 19 with value: -2.872103506204528.
